,Happiness,Future,Hardwork,FWBscore,FSscore,FKscore,KHscore,Financial knowledge,Reliable,Self-commitment,Financial Goals,Goal confidence,Planning,Management,Expenses difficulty,Savings habit,Retirement savings,Non-retirement savings,Housing,Monthly payment,Home value,Remaining mortgage,Housing satisfaction,Savings amount,Smart investing,Poor investing,Number of earners,Income volatility,Material hardship,Benefits,Life shocks,Parents education,Finance taught,Materialism,Health,Stress,Probability of 75 years,Financial planning horizon,Household education,Education,Kids 0-7,Kids 7-12,Kids 13-17,Kids 18+,Self-employed,Full-time,Part-time,Homemaker,Student,Unable to work,Unemployed,Retired,Other employment,Military status,Age,Race,Female,House size,Marital status,Metro area,Percent of poverty line,Region,Poor county,Above med income
2162,5,6,7,57,56,1.0,1.0,5,4,3,1,3,3.5,4.0,1,5,1,0,I rent,"$1,500-1,999",Doesn't apply,-2,3,6,0,1,1,1,0,4,2,Bachelors degree,3,3.0,4,4,90,4,Bachelors degree,Bachelors degree,0,0,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,1,Divorced/Separated,1,200%+ FPL,Pacific,0,1
2163,7,1,1,84,54,1.0,0.6666666666666666,3,5,5,0,4,4.25,5.0,1,6,0,0,I do not currently own or rent,"$1,500-1,999",Doesn't apply,-2,4,99,0,1,2,1,0,0,0,Less than high school,4,3.0,2,4,100,2,Bachelors degree,Less than high school,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,1,1,Widowed,1,200%+ FPL,New England,0,0
2164,5,5,7,42,55,1.0,0.7777777777777778,5,5,3,1,3,3.75,4.0,2,4,0,1,I own my home,"$1,000-1,499","$400,000 or more",2,3,5,0,1,2,3,0,1,1,Bachelors degree,0,3.0,2,4,50,2,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,1,0,0,0,Veteran (veteran or retired),62-69,White - Non-Hispanic,0,2,Married,1,200%+ FPL,West-North Central,0,1
2165,2,2,2,41,42,1.0,0.7777777777777778,6,4,4,1,2,3.5,4.5,2,6,1,1,I do not currently own or rent,Prefer not to say,Doesn't apply,-2,3,7,0,0,3,2,0,0,1,Bachelors degree,5,3.3333333333333335,2,4,0,2,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,1,0,0,Neither Active nor Veteran,25-34,Other - Non-Hispanic,0,3,Never married,1,200%+ FPL,Mid-Atlantic,0,1
2166,7,7,7,72,51,1.0,0.7777777777777778,5,4,5,0,4,3.0,4.5,1,4,0,0,I own my home,$500-749,"$150,000-249,999",2,4,99,0,1,2,1,0,1,0,Less than high school,0,2.6666666666666665,4,2,90,4,Bachelors degree,High school degree/GED,0,0,0,2,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,1,1,Married,1,200%+ FPL,West-North Central,0,0
2167,5,6,7,59,49,1.0,0.8888888888888888,4,5,4,1,3,3.0,4.75,1,5,1,1,I own my home,Less than $300,"$150,000-249,999",1,4,7,0,1,2,3,0,2,1,High school degree/GED,5,2.6666666666666665,4,3,95,4,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,1,2,Married,1,200%+ FPL,South Atlantic,0,1
2168,4,5,4,47,42,1.0,0.6666666666666666,4,3,3,1,2,3.5,4.0,1,5,0,0,I rent,$500-749,Doesn't apply,-2,3,99,0,0,2,1,2,0,0,High school degree/GED,0,3.3333333333333335,3,4,60,3,High school degree/GED,High school degree/GED,0,0,0,0,1,0,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,Hispanic,1,2,Never married,1,<100% FPL,West-South Central,1,0
2169,5,5,5,61,57,1.0,0.7777777777777778,5,4,4,1,3,3.0,4.75,1,5,1,0,I rent,"$1,500-1,999",Doesn't apply,-2,3,6,0,1,1,1,1,1,1,Graduate/professional degree,5,2.0,4,3,80,3,Bachelors degree,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,2,Living with partner,1,200%+ FPL,South Atlantic,0,1
2170,7,7,5,74,79,1.0,0.7777777777777778,7,5,5,1,4,5.0,5.0,1,6,1,1,I own my home,"$1,500-1,999","$250,000-399,999",2,4,4,0,1,2,2,2,3,3,Some college/Associate,1,4.333333333333333,4,4,100,5,Some college/Associate,Some college/Associate,1,1,1,0,0,1,0,0,0,0,0,0,0,Spouse/dependent Veteran,35-44,Hispanic,1,4,Married,1,200%+ FPL,West-South Central,1,1
2171,5,6,6,65,62,1.0,0.8888888888888888,5,5,4,1,4,5.0,5.0,1,5,1,1,I own my home,"$2,000 or more","$400,000 or more",3,3,5,0,1,2,1,0,3,0,Some college/Associate,0,3.0,3,4,80,4,Bachelors degree,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Pacific,1,1
2172,4,5,5,59,52,0.0,0.5555555555555556,4,4,4,1,4,4.0,4.5,1,6,1,1,I own my home,$750-999,"Less than $150,000",2,3,5,0,1,1,1,0,3,0,Some college/Associate,1,2.3333333333333335,3,2,50,3,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,Black - Non-Hispanic,1,1,Never married,1,200%+ FPL,West-South Central,0,1
2173,6,5,5,60,52,1.0,1.0,4,5,4,1,4,3.25,4.25,1,3,1,1,I own my home,"$1,500-1,999","$400,000 or more",3,3,2,0,1,1,1,0,3,3,High school degree/GED,4,4.0,4,4,100,3,Graduate/professional degree,Graduate/professional degree,0,1,0,0,0,0,0,1,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,1,3,Married,1,200%+ FPL,Mid-Atlantic,0,1
2174,6,6,5,65,48,1.0,0.4444444444444444,5,5,4,1,3,2.75,4.25,1,4,1,1,I own my home,$750-999,"$150,000-249,999",2,4,4,0,1,1,1,0,4,0,Some college/Associate,1,2.3333333333333335,4,4,85,1,Some college/Associate,High school degree/GED,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Mid-Atlantic,0,1
2175,4,5,5,62,56,0.6666666666666666,0.4444444444444444,6,4,4,1,4,3.25,4.5,1,6,1,1,I own my home,Prefer not to say,"$150,000-249,999",99,4,99,0,0,1,1,0,0,0,High school degree/GED,4,4.0,3,1,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),70-74,Hispanic,0,1,Divorced/Separated,1,200%+ FPL,East-North Central,0,0
2176,7,7,7,86,85,1.0,0.6666666666666666,6,5,5,1,4,5.0,4.25,1,6,1,0,I own my home,"$2,000 or more","$400,000 or more",3,4,7,0,1,2,1,0,4,0,Graduate/professional degree,5,2.6666666666666665,5,2,2,4,Graduate/professional degree,Graduate/professional degree,0,2,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,1,4,Married,1,200%+ FPL,South Atlantic,0,1
2177,5,4,6,59,39,1.0,0.8888888888888888,3,5,3,0,2,2.0,3.25,2,2,0,0,I own my home,Prefer not to say,I dont know,99,3,98,0,1,2,1,0,0,0,Bachelors degree,3,1.3333333333333333,1,4,50,2,Graduate/professional degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,Other - Non-Hispanic,1,2,Married,0,200%+ FPL,East-South Central,1,1
2178,7,7,4,59,66,1.0,1.0,6,5,4,1,4,4.0,4.0,1,4,0,0,I own my home,$750-999,"$150,000-249,999",2,4,4,0,1,2,1,0,1,0,High school degree/GED,5,1.0,4,3,100,2,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,1,0
2179,4,4,6,56,42,1.0,1.0,5,5,4,0,3,3.5,4.75,1,5,1,0,I own my home,$750-999,"$150,000-249,999",2,3,7,0,1,1,1,0,4,0,Bachelors degree,7,3.0,4,3,50,5,Graduate/professional degree,Bachelors degree,1,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,3,Married,1,200%+ FPL,East-North Central,0,1
2180,6,6,6,71,66,1.0,0.8888888888888888,5,5,4,1,4,3.5,4.75,1,6,1,1,I own my home,Less than $300,"$250,000-399,999",1,4,7,0,1,1,1,0,5,0,Bachelors degree,4,3.0,3,4,90,3,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,0,2,Divorced/Separated,1,200%+ FPL,East-North Central,0,1
2181,7,7,7,62,45,1.0,0.8888888888888888,4,5,5,1,3,2.75,5.0,1,6,0,0,I own my home,Less than $300,"$150,000-249,999",1,4,7,0,1,2,1,0,3,3,High school degree/GED,1,4.0,5,4,85,5,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,2,Married,1,200%+ FPL,New England,0,1
2182,4,4,5,33,61,1.0,1.0,7,5,3,0,2,3.5,4.5,2,3,1,0,I own my home,"$2,000 or more","$250,000-399,999",3,2,4,0,1,2,1,0,2,0,Bachelors degree,7,2.6666666666666665,4,4,100,5,Graduate/professional degree,Graduate/professional degree,0,0,1,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,0,4,Married,1,200%+ FPL,New England,0,1
2183,4,6,6,45,48,1.0,0.7777777777777778,6,4,3,1,4,4.0,3.0,2,6,1,1,I rent,$750-999,Doesn't apply,-2,3,4,0,0,1,1,1,3,2,Some college/Associate,5,1.6666666666666667,4,3,90,4,Some college/Associate,Some college/Associate,0,0,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,62-69,Black - Non-Hispanic,0,2,Divorced/Separated,1,200%+ FPL,West-South Central,0,0
2184,6,6,4,63,55,1.0,0.6666666666666666,6,5,5,1,4,3.5,4.75,1,6,1,0,I own my home,$300-499,"$250,000-399,999",1,4,7,0,1,2,1,0,4,2,High school degree/GED,0,2.6666666666666665,5,4,100,4,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Veteran (veteran or retired),55-61,White - Non-Hispanic,1,2,Married,1,200%+ FPL,West-South Central,0,1
2185,6,6,7,65,60,1.0,0.7777777777777778,5,5,5,1,4,4.5,5.0,1,6,1,1,I own my home,Less than $300,"$150,000-249,999",1,4,5,0,1,2,1,0,4,0,Some college/Associate,5,2.6666666666666665,4,2,70,4,Graduate/professional degree,Some college/Associate,0,0,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,4,Married,1,200%+ FPL,Mid-Atlantic,0,1
2186,7,7,7,37,45,0.6666666666666666,0.5555555555555556,6,5,4,1,4,4.75,3.0,2,3,0,1,I do not currently own or rent,Prefer not to say,Doesn't apply,-2,3,2,1,1,3,1,1,0,2,Less than high school,5,3.3333333333333335,4,3,80,1,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,1,0,0,Refused,18-24,Hispanic,0,4,Never married,1,<100% FPL,West-South Central,1,0
2187,4,4,2,66,42,1.0,1.0,5,4,3,1,3,3.0,4.75,1,6,1,1,I own my home,$750-999,"$250,000-399,999",1,3,7,0,1,2,1,0,4,0,Less than high school,5,1.6666666666666667,3,5,65,4,Bachelors degree,Some college/Associate,0,0,0,1,0,0,1,0,0,0,0,0,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,1,3,Married,1,200%+ FPL,New England,0,1
2188,5,5,5,61,40,1.0,0.8888888888888888,3,5,3,0,3,2.75,3.25,1,6,1,1,I own my home,"$1,000-1,499","$250,000-399,999",3,4,7,0,1,1,1,0,2,1,Bachelors degree,6,2.3333333333333335,3,3,65,5,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,1,Never married,1,200%+ FPL,South Atlantic,0,1
2189,5,3,6,79,55,1.0,1.0,5,5,4,1,3,4.0,5.0,1,6,0,0,I rent,"$1,000-1,499",Doesn't apply,-2,4,7,0,1,2,2,0,5,0,Less than high school,5,3.0,4,3,100,4,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Married,0,200%+ FPL,West-North Central,0,1
2190,6,6,5,57,44,1.0,0.8888888888888888,5,5,4,1,3,4.25,4.5,2,6,1,1,I own my home,Less than $300,"Less than $150,000",1,3,99,0,1,2,2,1,2,0,Bachelors degree,4,2.0,2,2,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,1,2,Married,0,100%-199% FPL,West-South Central,0,0
2191,4,3,7,41,50,1.0,0.8888888888888888,5,4,4,0,3,4.25,4.5,2,3,0,0,I do not currently own or rent,$300-499,Doesn't apply,-2,3,2,1,1,2,1,2,0,0,High school degree/GED,3,2.3333333333333335,4,4,85,1,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,1,0,0,Neither Active nor Veteran,25-34,White - Non-Hispanic,0,4,Never married,1,100%-199% FPL,East-North Central,0,0
2192,6,1,2,69,55,1.0,0.7777777777777778,4,5,5,1,4,4.0,4.75,1,5,1,1,I own my home,I dont know,"Less than $150,000",1,4,4,0,1,1,1,0,2,1,Less than high school,3,2.3333333333333335,2,2,100,2,Graduate/professional degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Spouse/dependent Veteran,75+,White - Non-Hispanic,1,2,Married,1,200%+ FPL,South Atlantic,0,0
2193,7,7,7,59,47,1.0,0.8888888888888888,5,5,5,1,3,3.0,4.25,2,6,1,1,I own my home,Prefer not to say,Prefer not to say,99,4,99,1,1,1,1,0,4,1,Bachelors degree,0,3.0,4,2,90,5,Refused,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,0,1,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,5,Married,1,200%+ FPL,South Atlantic,0,1
2194,5,4,5,68,58,0.6666666666666666,0.4444444444444444,5,4,4,1,3,4.0,3.5,1,5,1,0,I rent,$500-749,Doesn't apply,-2,3,6,0,1,3,1,1,3,2,Bachelors degree,5,3.3333333333333335,3,3,85,1,Bachelors degree,Bachelors degree,2,0,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,1,5,Divorced/Separated,1,200%+ FPL,Mid-Atlantic,0,1
2195,5,5,5,52,52,0.3333333333333333,0.6666666666666666,5,4,4,1,3,4.0,3.5,1,5,0,0,I rent,$300-499,Doesn't apply,-2,3,5,0,1,1,1,0,0,0,High school degree/GED,2,2.6666666666666665,3,4,100,4,High school degree/GED,High school degree/GED,0,0,0,0,0,0,1,0,0,0,0,0,0,Veteran (veteran or retired),55-61,White - Non-Hispanic,0,1,Never married,1,<100% FPL,Mid-Atlantic,0,0
2196,7,7,7,76,56,0.3333333333333333,0.8888888888888888,6,5,4,1,4,4.0,4.75,1,5,1,1,I own my home,Less than $300,"$250,000-399,999",1,4,6,0,0,1,1,0,5,0,Less than high school,5,3.0,4,4,80,5,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,62-69,Hispanic,1,1,Widowed,1,200%+ FPL,West-South Central,0,1
2197,4,4,4,59,46,0.6666666666666666,0.1111111111111111,3,4,4,0,4,2.5,3.25,1,5,1,0,I own my home,"$2,000 or more","$250,000-399,999",1,4,4,0,1,2,2,0,2,1,High school degree/GED,0,1.0,3,4,100,5,Bachelors degree,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,0,1,Married,1,200%+ FPL,Pacific,0,0
2198,7,6,7,81,60,0.6666666666666666,0.7777777777777778,5,5,4,1,4,2.75,4.75,1,6,1,1,I own my home,Less than $300,"$150,000-249,999",1,4,4,0,1,2,1,0,2,2,Some college/Associate,3,1.3333333333333333,4,1,100,3,Graduate/professional degree,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,Other - Non-Hispanic,1,2,Married,1,200%+ FPL,West-South Central,0,1
2199,4,4,4,56,42,1.0,0.6666666666666666,4,4,4,1,3,2.25,2.0,2,5,0,0,I do not currently own or rent,I dont know,Doesn't apply,-2,3,99,0,1,1,2,2,0,0,Some college/Associate,7,2.0,4,4,50,3,Some college/Associate,Less than high school,0,0,0,0,0,0,0,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,0,5,Never married,1,<100% FPL,East-North Central,0,0
2200,6,6,6,46,67,1.0,0.3333333333333333,5,5,3,1,3,4.25,2.75,2,4,0,0,I rent,"$1,000-1,499",Doesn't apply,-2,3,4,0,0,1,2,0,0,3,Some college/Associate,2,1.6666666666666667,4,3,100,2,Some college/Associate,Some college/Associate,0,0,0,0,1,0,0,0,0,0,0,0,0,Neither Active nor Veteran,62-69,Black - Non-Hispanic,0,1,Never married,1,200%+ FPL,Mid-Atlantic,1,0
2201,5,3,3,56,36,0.6666666666666666,0.8888888888888888,5,3,3,0,2,3.5,4.75,2,3,0,0,I own my home,Less than $300,"$250,000-399,999",1,3,7,0,1,1,2,0,1,1,High school degree/GED,4,1.3333333333333333,4,3,100,2,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
2202,5,5,7,73,60,0.6666666666666666,0.5555555555555556,5,5,5,0,4,4.0,5.0,1,6,0,0,I own my home,Less than $300,"$150,000-249,999",1,4,7,0,1,2,1,0,1,0,High school degree/GED,1,3.3333333333333335,2,3,100,3,Some college/Associate,High school degree/GED,0,0,0,0,0,0,0,0,0,1,0,1,0,Veteran (veteran or retired),75+,White - Non-Hispanic,0,2,Married,0,200%+ FPL,South Atlantic,1,0
2203,7,7,4,61,43,0.6666666666666666,0.7777777777777778,4,4,3,0,4,2.5,3.75,1,4,1,1,I own my home,"$1,000-1,499","$150,000-249,999",2,3,5,0,1,2,1,0,5,1,High school degree/GED,0,2.0,5,2,85,4,Graduate/professional degree,Graduate/professional degree,0,1,2,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,1,5,Married,1,200%+ FPL,East-North Central,0,1
2204,3,5,6,45,55,1.0,0.6666666666666666,6,4,3,1,3,3.25,4.75,2,5,0,1,I own my home,"$2,000 or more","$250,000-399,999",2,3,4,0,1,2,1,1,2,1,Bachelors degree,5,3.3333333333333335,5,3,100,1,Graduate/professional degree,Graduate/professional degree,0,0,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,Other - Non-Hispanic,0,4,Married,1,200%+ FPL,West-South Central,0,1
2205,5,5,5,52,37,0.6666666666666666,0.8888888888888888,5,5,3,1,3,3.5,4.5,1,4,0,0,I own my home,"$1,000-1,499","$150,000-249,999",2,3,4,0,1,1,2,0,0,0,High school degree/GED,2,3.0,3,3,80,4,Some college/Associate,High school degree/GED,0,0,0,2,0,0,0,1,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,1,4,Married,1,200%+ FPL,South Atlantic,0,1
2206,7,6,6,60,56,1.0,0.7777777777777778,6,4,4,1,3,3.25,4.75,2,4,0,0,I own my home,"$1,500-1,999","$400,000 or more",2,4,6,0,1,2,1,0,2,0,Bachelors degree,6,3.0,4,3,50,5,Bachelors degree,Bachelors degree,0,0,0,2,0,0,0,0,0,0,0,1,0,Veteran (veteran or retired),62-69,White - Non-Hispanic,0,2,Married,1,200%+ FPL,East-South Central,0,1
2207,3,4,5,51,49,1.0,0.4444444444444444,4,4,3,0,3,3.25,3.0,1,4,1,1,I do not currently own or rent,$300-499,Doesn't apply,-2,3,98,0,1,2,2,1,2,0,Bachelors degree,7,2.3333333333333335,4,3,10,-1,Bachelors degree,Bachelors degree,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,0,3,Never married,1,200%+ FPL,East-North Central,0,1
2208,3,4,3,17,45,1.0,0.6666666666666666,6,4,2,0,1,3.0,2.5,3,2,0,0,I own my home,"$1,000-1,499","$150,000-249,999",2,3,2,0,1,1,2,4,4,1,High school degree/GED,3,2.6666666666666665,3,5,0,1,Some college/Associate,Some college/Associate,2,1,1,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,5,Married,1,200%+ FPL,East-North Central,0,1
2209,6,6,7,55,60,1.0,1.0,6,5,4,1,4,5.0,4.75,1,6,1,0,I own my home,"$1,000-1,499","$400,000 or more",3,4,6,0,1,2,1,0,4,0,Bachelors degree,5,3.3333333333333335,5,4,50,5,Bachelors degree,Bachelors degree,0,0,0,1,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,35-44,White - Non-Hispanic,0,2,Married,1,200%+ FPL,West-South Central,0,1
2210,7,7,7,50,66,0.6666666666666666,0.3333333333333333,3,5,5,0,4,4.75,4.5,3,6,0,0,I rent,Prefer not to say,Doesn't apply,-2,4,99,0,0,1,1,1,0,1,Less than high school,0,3.6666666666666665,5,5,0,5,Less than high school,Less than high school,0,0,0,0,0,0,0,0,0,1,0,0,0,Neither Active nor Veteran,25-34,Black - Non-Hispanic,0,5,Never married,1,<100% FPL,West-South Central,0,0
2211,1,1,1,34,37,1.0,0.6666666666666666,3,5,3,1,2,3.25,4.25,2,1,1,0,I own my home,$500-749,"$150,000-249,999",2,2,5,0,1,1,1,1,3,3,Some college/Associate,0,2.6666666666666665,3,5,80,1,Some college/Associate,Some college/Associate,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,1,Divorced/Separated,1,100%-199% FPL,Pacific,0,0
2212,1,1,1,22,85,0.6666666666666666,0.3333333333333333,6,5,5,1,1,5.0,3.25,3,5,0,0,I rent,$300-499,Doesn't apply,-2,1,1,0,1,1,1,6,1,1,Some college/Associate,5,3.0,2,5,0,1,Some college/Associate,High school degree/GED,0,0,0,0,0,0,0,0,0,1,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,1,Never married,1,<100% FPL,Mid-Atlantic,0,0
2213,4,4,4,50,54,1.0,0.8888888888888888,6,5,4,1,3,4.0,5.0,1,6,1,0,I own my home,"$2,000 or more","$250,000-399,999",2,3,99,0,1,2,1,0,3,0,Graduate/professional degree,3,3.0,4,3,90,4,Graduate/professional degree,Graduate/professional degree,1,1,0,0,1,0,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,2,Married,1,200%+ FPL,Mid-Atlantic,0,1
2214,5,4,6,66,55,1.0,0.7777777777777778,5,4,4,1,3,3.75,5.0,1,5,0,1,I own my home,Less than $300,"$150,000-249,999",1,3,6,0,1,2,2,0,0,0,Bachelors degree,2,2.3333333333333335,3,3,100,2,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,0,2,Married,1,200%+ FPL,South Atlantic,0,1
2215,4,4,4,43,38,0.3333333333333333,0.5555555555555556,4,4,2,0,4,3.75,3.75,2,2,0,0,I do not currently own or rent,Less than $300,Doesn't apply,-2,3,1,1,1,2,2,2,0,0,Less than high school,1,3.3333333333333335,4,2,100,3,High school degree/GED,Less than high school,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,62-69,White - Non-Hispanic,0,2,Married,1,100%-199% FPL,West-South Central,0,0
2216,6,5,7,61,52,1.0,0.6666666666666666,5,5,4,1,3,4.0,4.0,1,5,1,1,I own my home,Less than $300,"Less than $150,000",1,4,4,0,1,2,1,0,2,0,Less than high school,1,2.0,4,2,90,3,Bachelors degree,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Spouse/dependent Veteran,62-69,White - Non-Hispanic,1,2,Married,1,200%+ FPL,South Atlantic,0,1
2217,3,4,2,60,73,0.6666666666666666,0.7777777777777778,6,5,4,0,4,3.25,4.5,1,6,-1,1,I own my home,"$1,000-1,499","$150,000-249,999",2,4,4,0,1,2,1,0,3,1,Some college/Associate,0,2.0,3,2,100,4,Some college/Associate,Some college/Associate,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Pacific,0,0
2218,7,7,7,85,77,1.0,1.0,6,5,5,1,4,5.0,5.0,1,6,1,1,I own my home,Less than $300,"$400,000 or more",1,4,6,0,1,2,1,0,3,0,Some college/Associate,5,2.3333333333333335,3,2,100,4,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,1,1,Widowed,1,200%+ FPL,Pacific,1,1
2219,5,5,5,43,42,0.6666666666666666,0.6666666666666666,3,5,3,1,3,2.75,3.25,2,4,0,0,I own my home,Prefer not to say,Prefer not to say,1,3,99,0,0,1,1,2,0,0,High school degree/GED,3,3.0,3,3,50,1,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,1,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,0,1,Divorced/Separated,1,100%-199% FPL,East-North Central,0,0
2220,6,6,6,71,48,1.0,0.8888888888888888,5,5,4,1,4,4.0,4.75,1,5,1,1,I own my home,$300-499,"$150,000-249,999",1,4,7,0,1,1,1,0,5,0,High school degree/GED,5,3.6666666666666665,3,2,100,3,High school degree/GED,High school degree/GED,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,75+,White - Non-Hispanic,0,1,Widowed,1,200%+ FPL,East-North Central,0,0
2221,7,6,7,64,85,0.3333333333333333,0.8888888888888888,5,5,5,1,4,3.0,5.0,1,6,0,0,I own my home,Less than $300,"$400,000 or more",1,4,7,0,1,2,1,0,3,1,High school degree/GED,5,1.6666666666666667,4,2,100,4,Bachelors degree,High school degree/GED,0,0,0,0,0,1,0,0,0,0,0,0,0,Neither Active nor Veteran,45-54,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Pacific,1,1
2222,7,7,7,66,85,1.0,0.2222222222222222,6,5,5,1,3,5.0,5.0,1,6,1,0,I own my home,Prefer not to say,"$150,000-249,999",2,4,6,0,1,1,1,0,3,0,Some college/Associate,6,3.0,5,1,100,1,Bachelors degree,High school degree/GED,0,0,2,0,0,0,0,0,1,0,0,0,0,Neither Active nor Veteran,18-24,White - Non-Hispanic,1,5,Never married,1,200%+ FPL,Mid-Atlantic,0,1
2223,5,7,7,56,44,1.0,0.6666666666666666,5,3,3,1,3,4.0,4.75,1,4,1,1,I own my home,Prefer not to say,Prefer not to say,99,3,99,0,0,2,1,0,3,0,Less than high school,6,3.3333333333333335,3,3,62,3,High school degree/GED,Less than high school,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,70-74,White - Non-Hispanic,0,2,Married,1,200%+ FPL,East-North Central,0,0
2224,7,6,4,60,43,1.0,0.8888888888888888,4,4,3,1,3,3.25,3.5,1,5,1,1,I own my home,"$2,000 or more","$400,000 or more",3,3,6,0,1,2,1,0,4,1,High school degree/GED,2,3.0,4,2,90,5,Bachelors degree,Bachelors degree,0,0,0,0,0,0,0,0,0,0,0,1,0,Neither Active nor Veteran,55-61,White - Non-Hispanic,1,2,Married,1,200%+ FPL,Pacific,1,1
